Store Name,Product,Date,Sales Quantity,Footfall,Space_Allocated,  Price  ,  Cost  ,  Revenue  ,  Total Cost  ,  Profit  ,Sales per sq meter,Profit per sq meter,Conversion rate,Traffic Density
Store A,Beverages,01/07/2023,934,540,57,5.00,3.00,4670.00,2802.00,1868.00,16.38596491,32.77,173%,9.47
Store A,Baby food & Products,01/07/2023,1399,4197,40,20.00,17.00,27980.00,23783.00,4197.00,34.975,104.93,33%,104.93
Store A,Beverages,01/07/2023,1030,2676,75,5.00,3.00,5150.00,3090.00,2060.00,13.73333333,27.47,38%,35.68
Store A,Confectionaries,01/07/2023,1502,3027,148,3.00,1.50,4506.00,2253.00,2253.00,10.14864865,15.22,50%,20.45
Store A,Movie & Theatre tickets,01/07/2023,465,1786,158,15.00,11.00,6975.00,5115.00,1860.00,2.943037975,11.77,26%,11.30
Store A,Baby food & Products,01/07/2023,1045,1593,174,20.00,17.00,20900.00,17765.00,3135.00,6.005747126,18.02,66%,9.16
Store A,Baby food & Products,01/07/2023,1264,3682,71,20.00,17.00,25280.00,21488.00,3792.00,17.8028169,53.41,34%,51.86
Store A,Movie & Theatre tickets,01/07/2023,217,4066,121,15.00,11.00,3255.00,2387.00,868.00,1.79338843,7.17,5%,33.60
Store A,Movie & Theatre tickets,01/07/2023,660,4725,42,15.00,11.00,9900.00,7260.00,2640.00,15.71428571,62.86,14%,112.50
Store A,Baby food & Products,01/07/2023,641,2723,47,20.00,17.00,12820.00,10897.00,1923.00,13.63829787,40.91,24%,57.94
Store A,Milk & Dairies,01/07/2023,306,2704,110,2.50,1.80,765.00,550.80,214.20,2.781818182,1.95,11%,24.58
Store A,Clothes & Shoes,01/07/2023,275,1347,199,35.00,34.50,9625.00,9487.50,137.50,1.381909548,0.69,20%,6.77
Store A,Movie & Theatre tickets,02/07/2023,316,2609,147,15.00,11.00,4740.00,3476.00,1264.00,2.149659864,8.60,12%,17.75
Store A,Electronics & Home appliance,02/07/2023,1032,2231,13,30.00,20.00,30960.00,20640.00,10320.00,79.38461538,793.85,46%,171.62
Store A,Movie & Theatre tickets,02/07/2023,527,4555,65,15.00,11.00,7905.00,5797.00,2108.00,8.107692308,32.43,12%,70.08
Store A,Baby food & Products,02/07/2023,709,3116,147,20.00,17.00,14180.00,12053.00,2127.00,4.823129252,14.47,23%,21.20
Store A,Clothes & Shoes,02/07/2023,904,2552,196,35.00,34.50,31640.00,31188.00,452.00,4.612244898,2.31,35%,13.02
Store A,Vegetables & Fruits,02/07/2023,158,3774,83,8.00,7.80,1264.00,1232.40,31.60,1.903614458,0.38,4%,45.47
Store A,Beverages,02/07/2023,769,2176,103,5.00,3.00,3845.00,2307.00,1538.00,7.466019417,14.93,35%,21.13
Store A,Water,02/07/2023,1501,4163,115,2.00,1.00,3002.00,1501.00,1501.00,13.05217391,13.05,36%,36.20
Store A,Clothes & Shoes,02/07/2023,361,2384,22,35.00,34.50,12635.00,12454.50,180.50,16.40909091,8.20,15%,108.36
Store A,Beverages,02/07/2023,1685,1684,48,5.00,3.00,8425.00,5055.00,3370.00,35.10416667,70.21,100%,35.08
Store A,Electronics & Home appliance,02/07/2023,1599,3638,196,30.00,20.00,47970.00,31980.00,15990.00,8.158163265,81.58,44%,18.56
Store A,Confectionaries,02/07/2023,1479,518,149,3.00,1.50,4437.00,2218.50,2218.50,9.926174497,14.89,286%,3.48
Store A,Computer accessories,02/07/2023,211,3641,81,10.00,5.50,2110.00,1160.50,949.50,2.604938272,11.72,6%,44.95
Store A,Movie & Theatre tickets,02/07/2023,202,3890,180,15.00,11.00,3030.00,2222.00,808.00,1.122222222,4.49,5%,21.61
Store A,Baby food & Products,02/07/2023,863,3207,32,20.00,17.00,17260.00,14671.00,2589.00,26.96875,80.91,27%,100.22
Store A,Clothes & Shoes,02/07/2023,938,3438,83,35.00,34.50,32830.00,32361.00,469.00,11.30120482,5.65,27%,41.42
Store A,Milk & Dairies,03/07/2023,1398,611,42,2.50,1.80,3495.00,2516.40,978.60,33.28571429,23.30,229%,14.55
Store A,Beverages,03/07/2023,1830,4707,46,5.00,3.00,9150.00,5490.00,3660.00,39.7826087,79.57,39%,102.33
Store A,Baby food & Products,03/07/2023,1473,3649,63,20.00,17.00,29460.00,25041.00,4419.00,23.38095238,70.14,40%,57.92
Store A,Milk & Dairies,03/07/2023,1298,3887,154,2.50,1.80,3245.00,2336.40,908.60,8.428571429,5.90,33%,25.24
Store A,Gift cards,03/07/2023,1079,1211,83,40.00,32.00,43160.00,34528.00,8632.00,13,104.00,89%,14.59
Store A,Movie & Theatre tickets,03/07/2023,1259,3743,19,15.00,11.00,18885.00,13849.00,5036.00,66.26315789,265.05,34%,197.00
Store A,Clothes & Shoes,03/07/2023,932,1966,73,35.00,34.50,32620.00,32154.00,466.00,12.76712329,6.38,47%,26.93
Store A,Movie & Theatre tickets,03/07/2023,1401,1400,55,15.00,11.00,21015.00,15411.00,5604.00,25.47272727,101.89,100%,25.45
Store A,Beverages,03/07/2023,170,2154,162,5.00,3.00,850.00,510.00,340.00,1.049382716,2.10,8%,13.30
Store A,Clothes & Shoes,03/07/2023,688,3838,59,35.00,34.50,24080.00,23736.00,344.00,11.66101695,5.83,18%,65.05
Store A,Clothes & Shoes,03/07/2023,1865,4666,174,35.00,34.50,65275.00,64342.50,932.50,10.7183908,5.36,40%,26.82
Store A,Baby food & Products,04/07/2023,904,3576,133,20.00,17.00,18080.00,15368.00,2712.00,6.796992481,20.39,25%,26.89
Store A,Baby food & Products,04/07/2023,1027,3627,163,20.00,17.00,20540.00,17459.00,3081.00,6.300613497,18.90,28%,22.25
Store A,Movie & Theatre tickets,04/07/2023,1839,1916,124,15.00,11.00,27585.00,20229.00,7356.00,14.83064516,59.32,96%,15.45
Store A,Gift cards,04/07/2023,1745,3110,100,40.00,32.00,69800.00,55840.00,13960.00,17.45,139.60,56%,31.10
Store A,Computer accessories,04/07/2023,1516,1439,134,10.00,5.50,15160.00,8338.00,6822.00,11.31343284,50.91,105%,10.74
Store A,Water,04/07/2023,1081,2449,177,2.00,1.00,2162.00,1081.00,1081.00,6.107344633,6.11,44%,13.84
Store A,Vegetables & Fruits,04/07/2023,1772,4433,118,8.00,7.80,14176.00,13821.60,354.40,15.01694915,3.00,40%,37.57
Store A,Confectionaries,04/07/2023,1688,4453,127,3.00,1.50,5064.00,2532.00,2532.00,13.29133858,19.94,38%,35.06
Store A,Movie & Theatre tickets,04/07/2023,263,4774,53,15.00,11.00,3945.00,2893.00,1052.00,4.962264151,19.85,6%,90.08
Store A,Movie & Theatre tickets,04/07/2023,726,4688,167,15.00,11.00,10890.00,7986.00,2904.00,4.347305389,17.39,15%,28.07
Store A,Movie & Theatre tickets,05/07/2023,875,3255,42,15.00,11.00,13125.00,9625.00,3500.00,20.83333333,83.33,27%,77.50
Store A,Vegetables & Fruits,05/07/2023,853,934,21,8.00,7.80,6824.00,6653.40,170.60,40.61904762,8.12,91%,44.48
Store A,Electronics & Home appliance,05/07/2023,1530,1417,151,30.00,20.00,45900.00,30600.00,15300.00,10.13245033,101.32,108%,9.38
Store A,Baby food & Products,05/07/2023,387,1168,99,20.00,17.00,7740.00,6579.00,1161.00,3.909090909,11.73,33%,11.80
Store A,Beverages,05/07/2023,1484,3566,156,5.00,3.00,7420.00,4452.00,2968.00,9.512820513,19.03,42%,22.86
Store A,Furniture & Wares,05/07/2023,1892,4392,42,55.00,42.00,104060.00,79464.00,24596.00,45.04761905,585.62,43%,104.57
Store A,Milk & Dairies,05/07/2023,786,3937,60,2.50,1.80,1965.00,1414.80,550.20,13.1,9.17,20%,65.62
Store A,Computer accessories,05/07/2023,1192,680,160,10.00,5.50,11920.00,6556.00,5364.00,7.45,33.53,175%,4.25
Store A,Milk & Dairies,05/07/2023,1255,1736,121,2.50,1.80,3137.50,2259.00,878.50,10.37190083,7.26,72%,14.35
Store E,Vegetables & Fruits,05/07/2023,1913,2720,159,8.00,7.80,15304.00,14921.40,382.60,12.03144654,2.41,70%,17.11
Store E,Vegetables & Fruits,05/07/2023,161,2762,183,8.00,7.80,1288.00,1255.80,32.20,0.879781421,0.18,6%,15.09
Store E,Water,05/07/2023,1633,2572,52,2.00,1.00,3266.00,1633.00,1633.00,31.40384615,31.40,63%,49.46
Store E,Baby food & Products,05/07/2023,255,1341,184,20.00,17.00,5100.00,4335.00,765.00,1.385869565,4.16,19%,7.29
Store E,Clothes & Shoes,05/07/2023,574,1806,79,35.00,34.50,20090.00,19803.00,287.00,7.265822785,3.63,32%,22.86
Store E,Computer accessories,05/07/2023,1213,3332,173,10.00,5.50,12130.00,6671.50,5458.50,7.011560694,31.55,36%,19.26
Store E,Electronics & Home appliance,05/07/2023,1381,1187,169,30.00,20.00,41430.00,27620.00,13810.00,8.171597633,81.72,116%,7.02
Store E,Clothes & Shoes,06/07/2023,1318,1901,101,35.00,34.50,46130.00,45471.00,659.00,13.04950495,6.52,69%,18.82
Store E,Furniture & Wares,06/07/2023,669,4163,71,55.00,42.00,36795.00,28098.00,8697.00,9.422535211,122.49,16%,58.63
Store E,Clothes & Shoes,06/07/2023,1126,2174,10,35.00,34.50,39410.00,38847.00,563.00,112.6,56.30,52%,217.40
Store E,Vegetables & Fruits,06/07/2023,1697,4788,123,8.00,7.80,13576.00,13236.60,339.40,13.79674797,2.76,35%,38.93
Store E,Confectionaries,06/07/2023,1857,4279,94,3.00,1.50,5571.00,2785.50,2785.50,19.75531915,29.63,43%,45.52
Store E,Confectionaries,06/07/2023,204,2093,133,3.00,1.50,612.00,306.00,306.00,1.533834586,2.30,10%,15.74
Store E,Gift cards,06/07/2023,961,1055,36,40.00,32.00,38440.00,30752.00,7688.00,26.69444444,213.56,91%,29.31
Store E,Movie & Theatre tickets,06/07/2023,379,3946,47,15.00,11.00,5685.00,4169.00,1516.00,8.063829787,32.26,10%,83.96
Store E,Computer accessories,06/07/2023,103,4430,111,10.00,5.50,1030.00,566.50,463.50,0.927927928,4.18,2%,39.91
Store E,Baby food & Products,06/07/2023,1336,4098,125,20.00,17.00,26720.00,22712.00,4008.00,10.688,32.06,33%,32.78
Store E,Baby food & Products,06/07/2023,1530,975,77,20.00,17.00,30600.00,26010.00,4590.00,19.87012987,59.61,157%,12.66
Store E,Gift cards,06/07/2023,169,1064,105,40.00,32.00,6760.00,5408.00,1352.00,1.60952381,12.88,16%,10.13
Store E,Water,06/07/2023,606,4745,121,2.00,1.00,1212.00,606.00,606.00,5.008264463,5.01,13%,39.21
Store E,Confectionaries,06/07/2023,258,1828,154,3.00,1.50,774.00,387.00,387.00,1.675324675,2.51,14%,11.87
Store E,Baby food & Products,06/07/2023,1742,1099,146,20.00,17.00,34840.00,29614.00,5226.00,11.93150685,35.79,159%,7.53
Store E,Baby food & Products,06/07/2023,1889,3871,172,20.00,17.00,37780.00,32113.00,5667.00,10.98255814,32.95,49%,22.51
Store E,Baby food & Products,07/07/2023,389,1986,178,20.00,17.00,7780.00,6613.00,1167.00,2.185393258,6.56,20%,11.16
Store E,Computer accessories,07/07/2023,1382,4874,189,10.00,5.50,13820.00,7601.00,6219.00,7.312169312,32.90,28%,25.79
Store E,Milk & Dairies,07/07/2023,1146,4272,62,2.50,1.80,2865.00,2062.80,802.20,18.48387097,12.94,27%,68.90
Store E,Electronics & Home appliance,07/07/2023,1524,2582,92,30.00,20.00,45720.00,30480.00,15240.00,16.56521739,165.65,59%,28.07
Store E,Beverages,07/07/2023,1790,3216,183,5.00,3.00,8950.00,5370.00,3580.00,9.781420765,19.56,56%,17.57
Store E,Baby food & Products,07/07/2023,782,635,37,20.00,17.00,15640.00,13294.00,2346.00,21.13513514,63.41,123%,17.16
Store E,Movie & Theatre tickets,07/07/2023,1996,4837,101,15.00,11.00,29940.00,21956.00,7984.00,19.76237624,79.05,41%,47.89
Store E,Furniture & Wares,07/07/2023,900,997,132,55.00,42.00,49500.00,37800.00,11700.00,6.818181818,88.64,90%,7.55
Store E,Computer accessories,07/07/2023,797,1656,14,10.00,5.50,7970.00,4383.50,3586.50,56.92857143,256.18,48%,118.29
Store E,Furniture & Wares,07/07/2023,720,4606,69,55.00,42.00,39600.00,30240.00,9360.00,10.43478261,135.65,16%,66.75
Store E,Electronics & Home appliance,07/07/2023,477,3546,198,30.00,20.00,14310.00,9540.00,4770.00,2.409090909,24.09,13%,17.91
Store E,Milk & Dairies,07/07/2023,1760,4699,29,2.50,1.80,4400.00,3168.00,1232.00,60.68965517,42.48,37%,162.03
Store E,Vegetables & Fruits,07/07/2023,913,4638,23,8.00,7.80,7304.00,7121.40,182.60,39.69565217,7.94,20%,201.65
Store E,Clothes & Shoes,07/07/2023,1772,1585,138,35.00,34.50,62020.00,61134.00,886.00,12.84057971,6.42,112%,11.49
Store E,Clothes & Shoes,08/07/2023,1862,4202,106,35.00,34.50,65170.00,64239.00,931.00,17.56603774,8.78,44%,39.64
Store E,Confectionaries,08/07/2023,525,3582,85,3.00,1.50,1575.00,787.50,787.50,6.176470588,9.26,15%,42.14
Store E,Vegetables & Fruits,08/07/2023,257,4698,108,8.00,7.80,2056.00,2004.60,51.40,2.37962963,0.48,5%,43.50
Store E,Beverages,08/07/2023,1925,1515,65,5.00,3.00,9625.00,5775.00,3850.00,29.61538462,59.23,127%,23.31
Store E,Baby food & Products,08/07/2023,209,3851,102,20.00,17.00,4180.00,3553.00,627.00,2.049019608,6.15,5%,37.75
Store E,Furniture & Wares,08/07/2023,1378,1664,192,55.00,42.00,75790.00,57876.00,17914.00,7.177083333,93.30,83%,8.67
Store E,Baby food & Products,08/07/2023,271,4523,83,20.00,17.00,5420.00,4607.00,813.00,3.265060241,9.80,6%,54.49
Store E,Milk & Dairies,08/07/2023,1256,2014,133,2.50,1.80,3140.00,2260.80,879.20,9.443609023,6.61,62%,15.14
Store E,Vegetables & Fruits,08/07/2023,1466,3411,148,8.00,7.80,11728.00,11434.80,293.20,9.905405405,1.98,43%,23.05
Store E,Vegetables & Fruits,08/07/2023,1987,2376,103,8.00,7.80,15896.00,15498.60,397.40,19.29126214,3.86,84%,23.07
Store E,Milk & Dairies,08/07/2023,775,3365,15,2.50,1.80,1937.50,1395.00,542.50,51.66666667,36.17,23%,224.33
Store E,Gift cards,09/07/2023,1394,4953,158,40.00,32.00,55760.00,44608.00,11152.00,8.82278481,70.58,28%,31.35
Store E,Electronics & Home appliance,09/07/2023,1848,3537,82,30.00,20.00,55440.00,36960.00,18480.00,22.53658537,225.37,52%,43.13
Store E,Computer accessories,09/07/2023,590,1204,113,10.00,5.50,5900.00,3245.00,2655.00,5.221238938,23.50,49%,10.65
Store E,Furniture & Wares,09/07/2023,104,1451,89,55.00,42.00,5720.00,4368.00,1352.00,1.168539326,15.19,7%,16.30
Store E,Water,09/07/2023,791,1986,112,2.00,1.00,1582.00,791.00,791.00,7.0625,7.06,40%,17.73
Store E,Milk & Dairies,09/07/2023,578,3665,84,2.50,1.80,1445.00,1040.40,404.60,6.880952381,4.82,16%,43.63
Store E,Water,09/07/2023,1606,4263,42,2.00,1.00,3212.00,1606.00,1606.00,38.23809524,38.24,38%,101.50
Store E,Baby food & Products,09/07/2023,329,3644,181,20.00,17.00,6580.00,5593.00,987.00,1.817679558,5.45,9%,20.13
Store E,Clothes & Shoes,09/07/2023,1257,1536,20,35.00,34.50,43995.00,43366.50,628.50,62.85,31.43,82%,76.80
Store E,Gift cards,09/07/2023,127,3366,33,40.00,32.00,5080.00,4064.00,1016.00,3.848484848,30.79,4%,102.00
Store E,Electronics & Home appliance,10/07/2023,1625,2874,128,30.00,20.00,48750.00,32500.00,16250.00,12.6953125,126.95,57%,22.45
Store E,Computer accessories,10/07/2023,1315,3640,178,10.00,5.50,13150.00,7232.50,5917.50,7.387640449,33.24,36%,20.45
Store E,Vegetables & Fruits,10/07/2023,829,2574,96,8.00,7.80,6632.00,6466.20,165.80,8.635416667,1.73,32%,26.81
Store E,Gift cards,10/07/2023,1943,4165,149,40.00,32.00,77720.00,62176.00,15544.00,13.04026846,104.32,47%,27.95
Store E,Computer accessories,10/07/2023,863,610,31,10.00,5.50,8630.00,4746.50,3883.50,27.83870968,125.27,141%,19.68
Store E,Clothes & Shoes,10/07/2023,1339,4234,91,35.00,34.50,46865.00,46195.50,669.50,14.71428571,7.36,32%,46.53
Store E,Vegetables & Fruits,10/07/2023,1068,2752,91,8.00,7.80,8544.00,8330.40,213.60,11.73626374,2.35,39%,30.24
Store E,Gift cards,10/07/2023,114,1738,54,40.00,32.00,4560.00,3648.00,912.00,2.111111111,16.89,7%,32.19
Store E,Electronics & Home appliance,10/07/2023,495,3205,34,30.00,20.00,14850.00,9900.00,4950.00,14.55882353,145.59,15%,94.26
Store E,Clothes & Shoes,10/07/2023,1699,3171,192,35.00,34.50,59465.00,58615.50,849.50,8.848958333,4.42,54%,16.52
Store E,Baby food & Products,10/07/2023,1430,2658,25,20.00,17.00,28600.00,24310.00,4290.00,57.2,171.60,54%,106.32
Store E,Clothes & Shoes,10/07/2023,381,1756,86,35.00,34.50,13335.00,13144.50,190.50,4.430232558,2.22,22%,20.42
Store E,Vegetables & Fruits,10/07/2023,1704,2188,36,8.00,7.80,13632.00,13291.20,340.80,47.33333333,9.47,78%,60.78
Store E,Furniture & Wares,10/07/2023,1659,4667,174,55.00,42.00,91245.00,69678.00,21567.00,9.534482759,123.95,36%,26.82
Store E,Clothes & Shoes,10/07/2023,191,800,121,35.00,34.50,6685.00,6589.50,95.50,1.578512397,0.79,24%,6.61
Store E,Furniture & Wares,11/07/2023,905,1108,50,55.00,42.00,49775.00,38010.00,11765.00,18.1,235.30,82%,22.16
Store E,Electronics & Home appliance,11/07/2023,696,3396,120,30.00,20.00,20880.00,13920.00,6960.00,5.8,58.00,20%,28.30
Store E,Clothes & Shoes,11/07/2023,518,889,166,35.00,34.50,18130.00,17871.00,259.00,3.120481928,1.56,58%,5.36
Store E,Computer accessories,11/07/2023,873,3213,10,10.00,5.50,8730.00,4801.50,3928.50,87.3,392.85,27%,321.30
Store E,Beverages,11/07/2023,1289,2377,54,5.00,3.00,6445.00,3867.00,2578.00,23.87037037,47.74,54%,44.02
Store E,Gift cards,11/07/2023,1782,2765,91,40.00,32.00,71280.00,57024.00,14256.00,19.58241758,156.66,64%,30.38
Store E,Gift cards,11/07/2023,874,2635,157,40.00,32.00,34960.00,27968.00,6992.00,5.566878981,44.54,33%,16.78
Store E,Clothes & Shoes,11/07/2023,762,2253,142,35.00,34.50,26670.00,26289.00,381.00,5.366197183,2.68,34%,15.87
Store E,Vegetables & Fruits,11/07/2023,1512,3003,115,8.00,7.80,12096.00,11793.60,302.40,13.14782609,2.63,50%,26.11
Store E,Water,11/07/2023,1043,3098,91,2.00,1.00,2086.00,1043.00,1043.00,11.46153846,11.46,34%,34.04
Store E,Computer accessories,11/07/2023,308,3657,137,10.00,5.50,3080.00,1694.00,1386.00,2.248175182,10.12,8%,26.69
Store E,Beverages,11/07/2023,1951,1547,44,5.00,3.00,9755.00,5853.00,3902.00,44.34090909,88.68,126%,35.16
Store E,Milk & Dairies,11/07/2023,879,4070,196,2.50,1.80,2197.50,1582.20,615.30,4.484693878,3.14,22%,20.77
Store E,Vegetables & Fruits,12/07/2023,280,550,160,8.00,7.80,2240.00,2184.00,56.00,1.75,0.35,51%,3.44
Store E,Vegetables & Fruits,12/07/2023,1779,2670,117,8.00,7.80,14232.00,13876.20,355.80,15.20512821,3.04,67%,22.82
Store E,Movie & Theatre tickets,12/07/2023,131,1281,92,15.00,11.00,1965.00,1441.00,524.00,1.423913043,5.70,10%,13.92
Store E,Vegetables & Fruits,12/07/2023,1589,1399,72,8.00,7.80,12712.00,12394.20,317.80,22.06944444,4.41,114%,19.43
Store E,Clothes & Shoes,12/07/2023,1649,3000,10,35.00,34.50,57715.00,56890.50,824.50,164.9,82.45,55%,300.00
Store E,Water,12/07/2023,1552,2690,169,2.00,1.00,3104.00,1552.00,1552.00,9.183431953,9.18,58%,15.92
Store E,Clothes & Shoes,12/07/2023,909,4118,81,35.00,34.50,31815.00,31360.50,454.50,11.22222222,5.61,22%,50.84
Store E,Milk & Dairies,12/07/2023,668,4870,79,2.50,1.80,1670.00,1202.40,467.60,8.455696203,5.92,14%,61.65
Store E,Clothes & Shoes,12/07/2023,1399,2688,37,35.00,34.50,48965.00,48265.50,699.50,37.81081081,18.91,52%,72.65
Store E,Gift cards,12/07/2023,1508,911,185,40.00,32.00,60320.00,48256.00,12064.00,8.151351351,65.21,166%,4.92
Store E,Clothes & Shoes,12/07/2023,531,3453,11,35.00,34.50,18585.00,18319.50,265.50,48.27272727,24.14,15%,313.91
Store E,Movie & Theatre tickets,12/07/2023,540,4988,122,15.00,11.00,8100.00,5940.00,2160.00,4.426229508,17.70,11%,40.89
Store E,Clothes & Shoes,13/07/2023,1844,1296,86,35.00,34.50,64540.00,63618.00,922.00,21.44186047,10.72,142%,15.07
Store E,Vegetables & Fruits,13/07/2023,1367,2821,160,8.00,7.80,10936.00,10662.60,273.40,8.54375,1.71,48%,17.63
Store E,Vegetables & Fruits,13/07/2023,686,3623,101,8.00,7.80,5488.00,5350.80,137.20,6.792079208,1.36,19%,35.87
Store E,Electronics & Home appliance,13/07/2023,1522,1789,197,30.00,20.00,45660.00,30440.00,15220.00,7.725888325,77.26,85%,9.08
Store E,Milk & Dairies,13/07/2023,775,3685,129,2.50,1.80,1937.50,1395.00,542.50,6.007751938,4.21,21%,28.57
Store E,Electronics & Home appliance,13/07/2023,1457,4653,187,30.00,20.00,43710.00,29140.00,14570.00,7.79144385,77.91,31%,24.88
Store E,Milk & Dairies,13/07/2023,948,654,189,2.50,1.80,2370.00,1706.40,663.60,5.015873016,3.51,145%,3.46
Store E,Movie & Theatre tickets,13/07/2023,931,1600,174,15.00,11.00,13965.00,10241.00,3724.00,5.350574713,21.40,58%,9.20
Store E,Water,13/07/2023,1773,2519,99,2.00,1.00,3546.00,1773.00,1773.00,17.90909091,17.91,70%,25.44
Store E,Gift cards,13/07/2023,1351,1904,27,40.00,32.00,54040.00,43232.00,10808.00,50.03703704,400.30,71%,70.52
Store E,Computer accessories,13/07/2023,1003,1260,40,10.00,5.50,10030.00,5516.50,4513.50,25.075,112.84,80%,31.50
Store E,Movie & Theatre tickets,13/07/2023,1137,4834,116,15.00,11.00,17055.00,12507.00,4548.00,9.801724138,39.21,24%,41.67
Store E,Furniture & Wares,13/07/2023,1086,4932,176,55.00,42.00,59730.00,45612.00,14118.00,6.170454545,80.22,22%,28.02
Store E,Clothes & Shoes,13/07/2023,1003,1749,77,35.00,34.50,35105.00,34603.50,501.50,13.02597403,6.51,57%,22.71
Store E,Furniture & Wares,13/07/2023,597,4711,18,55.00,42.00,32835.00,25074.00,7761.00,33.16666667,431.17,13%,261.72
Store E,Beverages,13/07/2023,1832,2661,77,5.00,3.00,9160.00,5496.00,3664.00,23.79220779,47.58,69%,34.56
Store E,Clothes & Shoes,13/07/2023,642,3747,82,35.00,34.50,22470.00,22149.00,321.00,7.829268293,3.91,17%,45.70
Store E,Baby food & Products,14/07/2023,111,4527,31,20.00,17.00,2220.00,1887.00,333.00,3.580645161,10.74,2%,146.03
Store E,Computer accessories,14/07/2023,1367,1772,87,10.00,5.50,13670.00,7518.50,6151.50,15.71264368,70.71,77%,20.37
Store E,Baby food & Products,14/07/2023,181,3114,13,20.00,17.00,3620.00,3077.00,543.00,13.92307692,41.77,6%,239.54
Store E,Furniture & Wares,14/07/2023,1621,1539,152,55.00,42.00,89155.00,68082.00,21073.00,10.66447368,138.64,105%,10.13
Store E,Furniture & Wares,14/07/2023,430,2514,192,55.00,42.00,23650.00,18060.00,5590.00,2.239583333,29.11,17%,13.09
Store E,Computer accessories,14/07/2023,896,2246,14,10.00,5.50,8960.00,4928.00,4032.00,64,288.00,40%,160.43
Store E,Beverages,14/07/2023,603,1097,91,5.00,3.00,3015.00,1809.00,1206.00,6.626373626,13.25,55%,12.05
Store E,Electronics & Home appliance,14/07/2023,1204,618,188,30.00,20.00,36120.00,24080.00,12040.00,6.404255319,64.04,195%,3.29
Store E,Vegetables & Fruits,15/07/2023,1842,1850,148,8.00,7.80,14736.00,14367.60,368.40,12.44594595,2.49,100%,12.50
Store E,Movie & Theatre tickets,15/07/2023,892,2388,89,15.00,11.00,13380.00,9812.00,3568.00,10.02247191,40.09,37%,26.83
Store E,Water,15/07/2023,1245,4043,101,2.00,1.00,2490.00,1245.00,1245.00,12.32673267,12.33,31%,40.03
Store E,Electronics & Home appliance,15/07/2023,1037,3869,15,30.00,20.00,31110.00,20740.00,10370.00,69.13333333,691.33,27%,257.93
Store E,Confectionaries,15/07/2023,1123,4887,160,3.00,1.50,3369.00,1684.50,1684.50,7.01875,10.53,23%,30.54
Store E,Gift cards,15/07/2023,1956,1167,164,40.00,32.00,78240.00,62592.00,15648.00,11.92682927,95.41,168%,7.12
Store E,Computer accessories,15/07/2023,615,3273,11,10.00,5.50,6150.00,3382.50,2767.50,55.90909091,251.59,19%,297.55
Store E,Confectionaries,15/07/2023,1941,3661,93,3.00,1.50,5823.00,2911.50,2911.50,20.87096774,31.31,53%,39.37
Store E,Confectionaries,15/07/2023,136,3761,44,3.00,1.50,408.00,204.00,204.00,3.090909091,4.64,4%,85.48
Store E,Water,15/07/2023,396,1568,159,2.00,1.00,792.00,396.00,396.00,2.490566038,2.49,25%,9.86
Store E,Movie & Theatre tickets,15/07/2023,198,1524,92,15.00,11.00,2970.00,2178.00,792.00,2.152173913,8.61,13%,16.57
Store E,Clothes & Shoes,15/07/2023,1049,2251,117,35.00,34.50,36715.00,36190.50,524.50,8.965811966,4.48,47%,19.24
Store E,Electronics & Home appliance,15/07/2023,1115,3073,197,30.00,20.00,33450.00,22300.00,11150.00,5.659898477,56.60,36%,15.60
Store E,Movie & Theatre tickets,15/07/2023,923,2895,100,15.00,11.00,13845.00,10153.00,3692.00,9.23,36.92,32%,28.95
Store E,Furniture & Wares,15/07/2023,1370,2490,86,55.00,42.00,75350.00,57540.00,17810.00,15.93023256,207.09,55%,28.95
Store E,Gift cards,15/07/2023,1809,2737,150,40.00,32.00,72360.00,57888.00,14472.00,12.06,96.48,66%,18.25
Store E,Gift cards,15/07/2023,1579,3412,177,40.00,32.00,63160.00,50528.00,12632.00,8.920903955,71.37,46%,19.28
Store E,Computer accessories,16/07/2023,1435,4380,173,10.00,5.50,14350.00,7892.50,6457.50,8.294797688,37.33,33%,25.32
Store E,Water,16/07/2023,1698,1857,20,2.00,1.00,3396.00,1698.00,1698.00,84.9,84.90,91%,92.85
Store E,Gift cards,16/07/2023,1137,2659,180,40.00,32.00,45480.00,36384.00,9096.00,6.316666667,50.53,43%,14.77
Store E,Vegetables & Fruits,16/07/2023,1200,1321,126,8.00,7.80,9600.00,9360.00,240.00,9.523809524,1.90,91%,10.48
Store E,Furniture & Wares,16/07/2023,1075,4389,120,55.00,42.00,59125.00,45150.00,13975.00,8.958333333,116.46,24%,36.58
Store E,Beverages,16/07/2023,230,2441,169,5.00,3.00,1150.00,690.00,460.00,1.360946746,2.72,9%,14.44
Store E,Confectionaries,16/07/2023,366,2915,14,3.00,1.50,1098.00,549.00,549.00,26.14285714,39.21,13%,208.21
Store E,Gift cards,16/07/2023,1959,1083,81,40.00,32.00,78360.00,62688.00,15672.00,24.18518519,193.48,181%,13.37
Store E,Movie & Theatre tickets,16/07/2023,756,678,174,15.00,11.00,11340.00,8316.00,3024.00,4.344827586,17.38,112%,3.90
Store E,Vegetables & Fruits,16/07/2023,1392,1266,22,8.00,7.80,11136.00,10857.60,278.40,63.27272727,12.65,110%,57.55
Store E,Clothes & Shoes,16/07/2023,468,858,82,35.00,34.50,16380.00,16146.00,234.00,5.707317073,2.85,55%,10.46
